,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x,y
165,2019,243,109330,109330,743-751 Swanston Street CARLTON 3053,Carlton,Lanzhou Beef Noodle Bar,4511,Cafes and Restaurants,Seats - Indoor,44,144.96364,-37.80062
166,2019,243,109330,109330,743-751 Swanston Street CARLTON 3053,Carlton,Lanzhou Beef Noodle Bar,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96364,-37.80062
167,2019,243,109330,109330,743-751 Swanston Street CARLTON 3053,Carlton,KFC Carlton,4511,Cafes and Restaurants,Seats - Indoor,22,144.96364,-37.80062
168,2019,243,109330,109330,743-751 Swanston Street CARLTON 3053,Carlton,KFC Carlton,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96364,-37.80062
169,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Rakuzen Simple Japanese,4511,Cafes and Restaurants,Seats - Indoor,36,144.9651,-37.80077
170,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Rakuzen Simple Japanese,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9651,-37.80077
171,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Domino's Pizza,4512,Takeaway Food Services,Seats - Indoor,15,144.9651,-37.80077
172,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Domino's Pizza,4512,Takeaway Food Services,Seats - Outdoor,10,144.9651,-37.80077
173,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Rice Bar Not Only Rice,4511,Cafes and Restaurants,Seats - Indoor,58,144.9651,-37.80077
174,2019,245,104450,104450,251-257 Cardigan Street CARLTON 3053,Carlton,Rice Bar Not Only Rice,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9651,-37.80077
175,2019,245,109360,109360,680-682 Swanston Street CARLTON 3053,Carlton,Colourful Yunnan Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,144.96424,-37.80063
176,2019,245,109360,109360,680-682 Swanston Street CARLTON 3053,Carlton,Colourful Yunnan Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96424,-37.80063
177,2019,245,109361,109361,678 Swanston Street CARLTON 3053,Carlton,Xian Famous Foods,4511,Cafes and Restaurants,Seats - Indoor,60,144.96423,-37.80069
178,2019,245,109365,109365,644-658 Swanston Street CARLTON 3053,Carlton,Carlton Black Ball,4511,Cafes and Restaurants,Seats - Indoor,25,144.96428,-37.80132
179,2019,245,109365,109365,644-658 Swanston Street CARLTON 3053,Carlton,Oko Oko,4511,Cafes and Restaurants,Seats - Indoor,40,144.96428,-37.80132
180,2019,245,110987,110987,660-674 Swanston Street CARLTON 3053,Carlton,Subway Carlton,4512,Takeaway Food Services,Seats - Indoor,30,144.96433,-37.80101
181,2019,245,110987,110987,660-674 Swanston Street CARLTON 3053,Carlton,Subway Carlton,4512,Takeaway Food Services,Seats - Outdoor,9,144.96433,-37.80101
182,2019,245,110987,110987,660-674 Swanston Street CARLTON 3053,Carlton,Momo Sushi,4512,Takeaway Food Services,Seats - Indoor,18,144.96433,-37.80101
183,2019,245,110987,110987,660-674 Swanston Street CARLTON 3053,Carlton,Momo Sushi,4512,Takeaway Food Services,Seats - Outdoor,6,144.96433,-37.80101
184,2019,245,581508,538825,604 Swanston Street CARLTON 3053,Carlton,Yuan Fang,4512,Takeaway Food Services,Seats - Indoor,24,144.96434,-37.80195
185,2019,245,581508,538825,604 Swanston Street CARLTON 3053,Carlton,Spice 9 Grill,4511,Cafes and Restaurants,Seats - Indoor,74,144.96434,-37.80195
186,2019,245,581508,538825,604 Swanston Street CARLTON 3053,Carlton,Norsiah's Kitchen,4511,Cafes and Restaurants,Seats - Indoor,28,144.96434,-37.80195
187,2019,245,581508,538825,604 Swanston Street CARLTON 3053,Carlton,Norsiah's Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96434,-37.80195
188,2019,246,101693,101693,156-164 Cardigan Street CARLTON 3053,Carlton,Don Tojo,4511,Cafes and Restaurants,Seats - Indoor,48,144.96563,-37.80133
189,2019,246,101693,101693,156-164 Cardigan Street CARLTON 3053,Carlton,Don Tojo,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96563,-37.80133
190,2019,246,101693,101693,156-164 Cardigan Street CARLTON 3053,Carlton,Jokamz,4511,Cafes and Restaurants,Seats - Indoor,45,144.96563,-37.80133
191,2019,246,101693,101693,156-164 Cardigan Street CARLTON 3053,Carlton,Jokamz,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96563,-37.80133
192,2019,246,104447,104447,81-109 Grattan Street CARLTON 3053,Carlton,Tutto Premium Frozen Yogurt And Dessert,4512,Takeaway Food Services,Seats - Indoor,16,144.96621,-37.80115
193,2019,246,104447,104447,81-109 Grattan Street CARLTON 3053,Carlton,Tutto Premium Frozen Yogurt And Dessert,4512,Takeaway Food Services,Seats - Outdoor,20,144.96621,-37.80115
194,2019,246,104449,104449,117 Grattan Street CARLTON 3053,Carlton,Roy's Cafe,4511,Cafes and Restaurants,Seats - Indoor,24,144.96562,-37.8008
195,2019,246,104449,104449,117 Grattan Street CARLTON 3053,Carlton,Roy's Cafe,4511,Cafes and Restaurants,Seats - Outdoor,21,144.96562,-37.8008
196,2019,246,106099,106099,163-165 Lygon Street CARLTON 3053,Carlton,Casa Del Gelato,4512,Takeaway Food Services,Seats - Indoor,15,144.96643,-37.80187
197,2019,246,106099,106099,163-165 Lygon Street CARLTON 3053,Carlton,Casa Del Gelato,4512,Takeaway Food Services,Seats - Outdoor,24,144.96643,-37.80187
198,2019,246,106100,106100,167 Lygon Street CARLTON 3053,Carlton,Kokoblack,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96645,-37.80179
199,2019,246,106100,106100,167 Lygon Street CARLTON 3053,Carlton,Kokoblack,4511,Cafes and Restaurants,Seats - Indoor,35,144.96645,-37.80179
200,2019,246,106101,106101,169 Lygon Street CARLTON 3053,Carlton,Stuzzichino,4511,Cafes and Restaurants,Seats - Indoor,48,144.96646,-37.80172
201,2019,246,106101,106101,169 Lygon Street CARLTON 3053,Carlton,Stuzzichino,4511,Cafes and Restaurants,Seats - Outdoor,34,144.96646,-37.80172
202,2019,246,106102,106102,171 Lygon Street CARLTON 3053,Carlton,Mixity Restaurant and Cafe,4511,Cafes and Restaurants,Seats - Indoor,36,144.96647,-37.80166
203,2019,246,106102,106102,171 Lygon Street CARLTON 3053,Carlton,Mixity Restaurant and Cafe,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96647,-37.80166
204,2019,246,106103,106103,173 Lygon Street CARLTON 3053,Carlton,Hwatu,4511,Cafes and Restaurants,Seats - Indoor,36,144.96648,-37.80161
205,2019,246,106103,106103,173 Lygon Street CARLTON 3053,Carlton,Hwatu,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96648,-37.80161
206,2019,246,106104,106104,175 Lygon Street CARLTON 3053,Carlton,Chocolateria San Churro,4511,Cafes and Restaurants,Seats - Indoor,60,144.96649,-37.80156
207,2019,246,106104,106104,175 Lygon Street CARLTON 3053,Carlton,Chocolateria San Churro,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96649,-37.80156
208,2019,246,106105,106105,177-183 Lygon Street CARLTON 3053,Carlton,Cafe Cavallino,4511,Cafes and Restaurants,Seats - Indoor,100,144.96651,-37.80145
209,2019,246,106105,106105,177-183 Lygon Street CARLTON 3053,Carlton,Cafe Cavallino,4511,Cafes and Restaurants,Seats - Outdoor,48,144.96651,-37.80145
210,2019,246,106105,106105,177-183 Lygon Street CARLTON 3053,Carlton,Cafe Notturno,4511,Cafes and Restaurants,Seats - Indoor,100,144.96651,-37.80145
211,2019,246,106105,106105,177-183 Lygon Street CARLTON 3053,Carlton,Cafe Notturno,4511,Cafes and Restaurants,Seats - Outdoor,48,144.96651,-37.80145
212,2019,246,106106,106106,185-187 Lygon Street CARLTON 3053,Carlton,Cafe Cavallino,4511,Cafes and Restaurants,Seats - Indoor,54,144.96645,-37.80129
213,2019,246,106106,106106,185-187 Lygon Street CARLTON 3053,Carlton,Cafe Cavallino,4511,Cafes and Restaurants,Seats - Outdoor,68,144.96645,-37.80129
214,2019,246,106107,106107,189 Lygon Street CARLTON 3053,Carlton,Buenos Aires Steakhouse,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96649,-37.80119
215,2019,246,106107,106107,189 Lygon Street CARLTON 3053,Carlton,Buenos Aires Steakhouse,4511,Cafes and Restaurants,Seats - Indoor,45,144.96649,-37.80119
216,2019,246,106108,106108,191 Lygon Street CARLTON 3053,Carlton,Leyalina,4511,Cafes and Restaurants,Seats - Outdoor,26,144.9665,-37.80114
217,2019,246,106108,106108,191 Lygon Street CARLTON 3053,Carlton,Leyalina,4511,Cafes and Restaurants,Seats - Indoor,48,144.9665,-37.80114
218,2019,246,106110,106110,201-203 Lygon Street CARLTON 3053,Carlton,Tono On Borsari,4511,Cafes and Restaurants,Seats - Indoor,70,144.96667,-37.8009
219,2019,246,106110,106110,201-203 Lygon Street CARLTON 3053,Carlton,Tono On Borsari,4511,Cafes and Restaurants,Seats - Outdoor,58,144.96667,-37.8009
220,2019,246,106111,106111,197 Lygon Street CARLTON 3053,Carlton,Gelatissimo Carlton,4512,Takeaway Food Services,Seats - Outdoor,18,144.96665,-37.80102
221,2019,246,106112,106112,199 Lygon Street CARLTON 3053,Carlton,Seasons Provedore,4511,Cafes and Restaurants,Seats - Indoor,20,144.96666,-37.80097
222,2019,246,106112,106112,199 Lygon Street CARLTON 3053,Carlton,Seasons Provedore,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96666,-37.80097
223,2019,246,559022,559022,111-113 Grattan Street CARLTON 3053,Carlton,Ma Xiao Er Spicy Hot Pot Dips,4511,Cafes and Restaurants,Seats - Indoor,46,144.96577,-37.80082
224,2019,246,559024,559024,115 Grattan Street CARLTON 3053,Carlton,NL House,4512,Takeaway Food Services,Seats - Indoor,12,144.96568,-37.80081
225,2019,246,559024,559024,115 Grattan Street CARLTON 3053,Carlton,NL House,4512,Takeaway Food Services,Seats - Outdoor,16,144.96568,-37.80081
226,2019,247,106226,106226,258 Lygon Street CARLTON 3053,Carlton,T&Y Penguin Kitchen,4511,Cafes and Restaurants,Seats - Indoor,45,144.96717,-37.80114
227,2019,247,106226,106226,258 Lygon Street CARLTON 3053,Carlton,T&Y Penguin Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96717,-37.80114
228,2019,247,106227,106227,256 Lygon Street CARLTON 3053,Carlton,Il Gusto,4511,Cafes and Restaurants,Seats - Indoor,75,144.96716,-37.80119
229,2019,247,106227,106227,256 Lygon Street CARLTON 3053,Carlton,Il Gusto,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96716,-37.80119
230,2019,247,106229,106229,246-252 Lygon Street CARLTON 3053,Carlton,Villa Romana,4511,Cafes and Restaurants,Seats - Indoor,200,144.96734,-37.80138
231,2019,247,106229,106229,246-252 Lygon Street CARLTON 3053,Carlton,Villa Romana,4511,Cafes and Restaurants,Seats - Outdoor,60,144.96734,-37.80138
232,2019,247,106230,106230,242-244 Lygon Street CARLTON 3053,Carlton,Front Cooking School,4511,Cafes and Restaurants,Seats - Indoor,40,144.96726,-37.80151
233,2019,247,106230,106230,242-244 Lygon Street CARLTON 3053,Carlton,Front Cooking School,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96726,-37.80151
234,2019,247,106231,106231,240 Lygon Street CARLTON 3053,Carlton,Piccolo Mondo,4511,Cafes and Restaurants,Seats - Indoor,120,144.96724,-37.80158
235,2019,247,106231,106231,240 Lygon Street CARLTON 3053,Carlton,Piccolo Mondo,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96724,-37.80158
236,2019,247,106232,106232,238 Lygon Street CARLTON 3053,Carlton,Spaghettata Restaurant,4511,Cafes and Restaurants,Seats - Indoor,130,144.96723,-37.80163
237,2019,247,106232,106232,238 Lygon Street CARLTON 3053,Carlton,Spaghettata Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,44,144.96723,-37.80163
238,2019,247,106233,106233,234-236 Lygon Street CARLTON 3053,Carlton,Carmine's Bistro,4511,Cafes and Restaurants,Seats - Indoor,100,144.96723,-37.80169
239,2019,247,106233,106233,234-236 Lygon Street CARLTON 3053,Carlton,Carmine's Bistro,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96723,-37.80169
240,2019,247,106235,106235,230 Lygon Street CARLTON 3053,Carlton,Lygon Dolce Vita,4511,Cafes and Restaurants,Seats - Indoor,45,144.96721,-37.8018
241,2019,247,106235,106235,230 Lygon Street CARLTON 3053,Carlton,Lygon Dolce Vita,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96721,-37.8018
242,2019,247,106236,106236,220-228 Lygon Street CARLTON 3053,Carlton,Little Lygon Restaurant,4511,Cafes and Restaurants,Seats - Indoor,26,144.96719,-37.80192
243,2019,247,106236,106236,220-228 Lygon Street CARLTON 3053,Carlton,Little Lygon Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96719,-37.80192
244,2019,247,106236,106236,220-228 Lygon Street CARLTON 3053,Carlton,Mondi Cafe,4511,Cafes and Restaurants,Seats - Indoor,30,144.96719,-37.80192
245,2019,247,106236,106236,220-228 Lygon Street CARLTON 3053,Carlton,Mondi Cafe,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96719,-37.80192
246,2019,247,106237,106237,204-218 Lygon Street CARLTON 3053,Carlton,Pertutti Cafe Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96714,-37.80219
247,2019,247,106237,106237,204-218 Lygon Street CARLTON 3053,Carlton,Pertutti Cafe Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96714,-37.80219
248,2019,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,4520,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.9671,-37.80247
249,2019,247,107557,107557,62 Pelham Street CARLTON 3053,Carlton,Assembly Store,4512,Takeaway Food Services,Seats - Indoor,15,144.96729,-37.80262
250,2019,247,107557,107557,62 Pelham Street CARLTON 3053,Carlton,Assembly Store,4512,Takeaway Food Services,Seats - Outdoor,6,144.96729,-37.80262
251,2019,247,107558,107558,60 Pelham Street CARLTON 3053,Carlton,Assembly Store,4512,Takeaway Food Services,Seats - Indoor,15,144.96734,-37.80263
252,2019,247,107558,107558,60 Pelham Street CARLTON 3053,Carlton,Assembly Store,4512,Takeaway Food Services,Seats - Outdoor,6,144.96734,-37.80263
253,2019,248,104445,104445,218-224 Drummond Street CARLTON 3053,Carlton,La Cacciatora Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.9686,-37.80116
254,2019,248,104445,104445,218-224 Drummond Street CARLTON 3053,Carlton,La Cacciatora Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,26,144.9686,-37.80116
255,2019,250,623345,108266,11 Nicholson Street CARLTON 3053,Carlton,The Museum Cafe,4511,Cafes and Restaurants,Seats - Indoor,200,144.97163,-37.80396
256,2019,251,102774,102774,18-40 Queensberry Street CARLTON 3053,Carlton,Coffee on Drummond,4511,Cafes and Restaurants,Seats - Indoor,24,144.96828,-37.8048
257,2019,251,102774,102774,18-40 Queensberry Street CARLTON 3053,Carlton,Coffee on Drummond,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96828,-37.8048
258,2019,252,106240,106240,174-178 Lygon Street CARLTON 3053,Carlton,Lemongrass,4511,Cafes and Restaurants,Seats - Indoor,64,144.96678,-37.80306
259,2019,252,106240,106240,174-178 Lygon Street CARLTON 3053,Carlton,Lemongrass,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96678,-37.80306
260,2019,252,106242,106242,166-168 Lygon Street CARLTON 3053,Carlton,Il Gambero On The Park,4511,Cafes and Restaurants,Seats - Indoor,221,144.96681,-37.80331
261,2019,252,106242,106242,166-168 Lygon Street CARLTON 3053,Carlton,Il Gambero On The Park,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96681,-37.80331
262,2019,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Vodka Temple,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.96677,-37.80344
263,2019,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Vodka Temple,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96677,-37.80344
264,2019,252,106245,106245,152-154 Lygon Street CARLTON 3053,Carlton,Mawal,4511,Cafes and Restaurants,Seats - Indoor,100,144.96674,-37.80359
265,2019,252,106245,106245,152-154 Lygon Street CARLTON 3053,Carlton,Mawal,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96674,-37.80359
266,2019,252,106248,106248,132-136 Lygon Street CARLTON 3053,Carlton,La Spaghetteria Ristorante,4511,Cafes and Restaurants,Seats - Indoor,180,144.96669,-37.80396
267,2019,252,106248,106248,132-136 Lygon Street CARLTON 3053,Carlton,La Spaghetteria Ristorante,4511,Cafes and Restaurants,Seats - Outdoor,42,144.96669,-37.80396
268,2019,252,106249,106249,128-130 Lygon Street CARLTON 3053,Carlton,Da Guido,4511,Cafes and Restaurants,Seats - Indoor,60,144.96668,-37.80404
269,2019,252,106249,106249,128-130 Lygon Street CARLTON 3053,Carlton,Da Guido,4511,Cafes and Restaurants,Seats - Outdoor,14,144.96668,-37.80404
270,2019,252,574430,106250,116 Lygon Street CARLTON 3053,Carlton,Il Dolce Freddo,4511,Cafes and Restaurants,Seats - Indoor,22,144.9667,-37.80444
271,2019,252,574430,106250,116 Lygon Street CARLTON 3053,Carlton,Il Dolce Freddo,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9667,-37.80444
272,2019,252,111068,106250,106 Lygon Street CARLTON 3053,Carlton,Saigon Pho Carlton,4511,Cafes and Restaurants,Seats - Indoor,35,144.9667,-37.80444
273,2019,252,111068,106250,106 Lygon Street CARLTON 3053,Carlton,Saigon Pho Carlton,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9667,-37.80444
274,2019,252,111067,106250,108 Lygon Street CARLTON 3053,Carlton,Carlton Curry House,4511,Cafes and Restaurants,Seats - Indoor,28,144.9667,-37.80444
275,2019,252,111067,106250,108 Lygon Street CARLTON 3053,Carlton,Carlton Curry House,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9667,-37.80444
276,2019,252,111066,106250,110 Lygon Street CARLTON 3053,Carlton,Ying Thai 2,4511,Cafes and Restaurants,Seats - Indoor,30,144.9667,-37.80444
277,2019,252,111066,106250,110 Lygon Street CARLTON 3053,Carlton,Ying Thai 2,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9667,-37.80444
278,2019,252,111065,106250,112 Lygon Street CARLTON 3053,Carlton,Pho Non La,4511,Cafes and Restaurants,Seats - Indoor,20,144.9667,-37.80444
279,2019,252,111065,106250,112 Lygon Street CARLTON 3053,Carlton,Pho Non La,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9667,-37.80444
280,2019,252,111064,106250,114 Lygon Street CARLTON 3053,Carlton,Killiney Kopitiam,4511,Cafes and Restaurants,Seats - Indoor,27,144.9667,-37.80444
281,2019,252,111064,106250,114 Lygon Street CARLTON 3053,Carlton,Killiney Kopitiam,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9667,-37.80444
282,2019,252,111062,106250,120 Lygon Street CARLTON 3053,Carlton,Lygon Charcoal Grill & Steakhouse,4511,Cafes and Restaurants,Seats - Indoor,100,144.9667,-37.80444
283,2019,252,111062,106250,120 Lygon Street CARLTON 3053,Carlton,Lygon Charcoal Grill & Steakhouse,4511,Cafes and Restaurants,Seats - Outdoor,29,144.9667,-37.80444
284,2019,252,111061,106250,122 Lygon Street CARLTON 3053,Carlton,Tamra Siam,4511,Cafes and Restaurants,Seats - Indoor,30,144.9667,-37.80444
285,2019,252,111061,106250,122 Lygon Street CARLTON 3053,Carlton,Tamra Siam,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9667,-37.80444
286,2019,252,111060,106250,124 Lygon Street CARLTON 3053,Carlton,Thai City Restaurant,4511,Cafes and Restaurants,Seats - Indoor,55,144.9667,-37.80444
287,2019,252,111060,106250,124 Lygon Street CARLTON 3053,Carlton,Thai City Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9667,-37.80444
288,2019,252,111059,106250,126 Lygon Street CARLTON 3053,Carlton,Shukufuku Japanese Bento,4511,Cafes and Restaurants,Seats - Indoor,22,144.9667,-37.80444
289,2019,252,111059,106250,126 Lygon Street CARLTON 3053,Carlton,Shukufuku Japanese Bento,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9667,-37.80444
290,2019,252,574431,106250,118 Lygon Street CARLTON 3053,Carlton,Confucius Says,4511,Cafes and Restaurants,Seats - Indoor,30,144.9667,-37.80444
291,2019,252,574431,106250,118 Lygon Street CARLTON 3053,Carlton,Confucius Says,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9667,-37.80444
292,2019,252,111070,106250,80 Queensberry Street CARLTON 3053,Carlton,Lambs Restaurant,4511,Cafes and Restaurants,Seats - Indoor,85,144.9667,-37.80444
293,2019,252,111070,106250,80 Queensberry Street CARLTON 3053,Carlton,Lambs Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,22,144.9667,-37.80444
294,2019,254,106083,106083,95-97 Lygon Street CARLTON 3053,Carlton,Black Cat on Lygon,4511,Cafes and Restaurants,Seats - Indoor,50,144.96595,-37.80468
295,2019,254,106083,106083,95-97 Lygon Street CARLTON 3053,Carlton,I Love Istanbul,4511,Cafes and Restaurants,Seats - Indoor,42,144.96595,-37.80468
